"","Latitude","Longitude","Arithmetic.Mean"
"331342",33.463644,-116.971457,1.162
"331343",33.463644,-116.971457,1.666
"331344",33.463644,-116.971457,0.549
"331345",33.463644,-116.971457,1.401
"331346",33.463644,-116.971457,1.63
"331347",33.463644,-116.971457,1.088
"331348",33.463644,-116.971457,0.739
"331349",33.463644,-116.971457,2.13
"331350",33.463644,-116.971457,0.954
"331351",33.463644,-116.971457,1.176
"331352",33.463644,-116.971457,0.827
"331353",33.463644,-116.971457,1.49
"331354",33.463644,-116.971457,0.635
"331355",33.463644,-116.971457,1.161
"331356",33.463644,-116.971457,0.845
"331357",33.463644,-116.971457,1.186
"331358",33.463644,-116.971457,0.63
"331359",33.463644,-116.971457,0.3
"331360",33.463644,-116.971457,0.6
"331361",33.463644,-116.971457,1.144
"331362",33.463644,-116.971457,0.576
"331363",33.463644,-116.971457,0.596
"331364",33.463644,-116.971457,0.393
"331365",33.463644,-116.971457,0.173
"331366",33.463644,-116.971457,0.815
"331367",33.463644,-116.971457,0.105
"331368",33.463644,-116.971457,0.191
"331369",33.463644,-116.971457,0.752
"331370",33.463644,-116.971457,0.215
"331371",33.463644,-116.971457,0.306
"331372",33.463644,-116.971457,0.224
"331373",33.463644,-116.971457,0.186
"331374",33.463644,-116.971457,1.012
"331375",33.463644,-116.971457,0.786
"331376",33.463644,-116.971457,0.468
"331377",33.463644,-116.971457,0.27
"331378",33.463644,-116.971457,0.122
"331379",33.463644,-116.971457,0.193
"1205345",33.468809,-105.535444,0.099
"1205346",33.468809,-105.535444,0.091
"1205347",33.468809,-105.535444,0.085
"1205348",33.468809,-105.535444,0.236
"1205349",33.468809,-105.535444,0.19
"1205350",33.468809,-105.535444,0.084
"1205351",33.468809,-105.535444,0.192
"1205352",33.468809,-105.535444,0.225
"1205353",33.468809,-105.535444,0.127
"1205354",33.468809,-105.535444,0.202
"1205355",33.468809,-105.535444,0.196
"1205356",33.468809,-105.535444,0.172
"1205357",33.468809,-105.535444,0.171
"1205358",33.468809,-105.535444,0.487
"1205359",33.468809,-105.535444,0.19
"1205360",33.468809,-105.535444,0.306
"1205361",33.468809,-105.535444,1.514
"1205362",33.468809,-105.535444,0.377
"1205363",33.468809,-105.535444,0.388
"1205364",33.468809,-105.535444,0.509
"1205365",33.468809,-105.535444,0.676
"1205366",33.468809,-105.535444,0.353
"1205367",33.468809,-105.535444,0.338
"1205368",33.468809,-105.535444,0.465
"1205369",33.468809,-105.535444,0.56
"1205370",33.468809,-105.535444,0.504
"1205371",33.468809,-105.535444,0.437
"1205372",33.468809,-105.535444,0.431
"1205373",33.468809,-105.535444,1.38
"1205374",33.468809,-105.535444,0.397
"1205375",33.468809,-105.535444,0.358
"1205376",33.468809,-105.535444,0.674
"1205377",33.468809,-105.535444,0.382
"1205378",33.468809,-105.535444,0.561
"1205379",33.468809,-105.535444,0.874
"1205380",33.468809,-105.535444,0.477
"1205381",33.468809,-105.535444,0.532
"1205382",33.468809,-105.535444,0.303
"1205383",33.468809,-105.535444,0.724
"1205384",33.468809,-105.535444,0.582
"1205385",33.468809,-105.535444,1.908
"1205386",33.468809,-105.535444,0.559
"1205387",33.468809,-105.535444,0.373
"1205388",33.468809,-105.535444,1.529
"1205389",33.468809,-105.535444,0.242
"1205390",33.468809,-105.535444,1.085
"1205391",33.468809,-105.535444,0.585
"1205392",33.468809,-105.535444,0.434
"1205393",33.468809,-105.535444,0.629
"1205394",33.468809,-105.535444,0.398
"1205395",33.468809,-105.535444,1.42
"1205396",33.468809,-105.535444,0.538
"1205397",33.468809,-105.535444,0.715
"1205398",33.468809,-105.535444,0.908
"1205399",33.468809,-105.535444,0.553
"1205400",33.468809,-105.535444,0.463
"1205401",33.468809,-105.535444,0.363
"1205402",33.468809,-105.535444,0.621
"1205403",33.468809,-105.535444,0.82
"1205404",33.468809,-105.535444,0.84
"1205405",33.468809,-105.535444,1.755
"1205406",33.468809,-105.535444,0.826
"1205407",33.468809,-105.535444,0.796
"1205408",33.468809,-105.535444,1.35
"1205409",33.468809,-105.535444,0.284
"1205410",33.468809,-105.535444,0.483
"1205411",33.468809,-105.535444,1.009
"1205412",33.468809,-105.535444,1.189
"1205413",33.468809,-105.535444,0.763
"1205414",33.468809,-105.535444,0.675
"1205415",33.468809,-105.535444,0.449
"1205416",33.468809,-105.535444,0.401
"1205417",33.468809,-105.535444,0.499
"1205418",33.468809,-105.535444,0.627
"1205419",33.468809,-105.535444,0.679
"1205420",33.468809,-105.535444,0.754
"1205421",33.468809,-105.535444,1.114
"1205422",33.468809,-105.535444,1.101
"1205423",33.468809,-105.535444,0.551
"1205424",33.468809,-105.535444,0.797
"1205425",33.468809,-105.535444,0.703
"1205426",33.468809,-105.535444,0.684
"1205427",33.468809,-105.535444,0.588
"1205428",33.468809,-105.535444,0.784
"1205429",33.468809,-105.535444,0.422
"1205430",33.468809,-105.535444,0.615
"1205431",33.468809,-105.535444,0.23
"1205432",33.468809,-105.535444,0.327
"1205433",33.468809,-105.535444,0.423
"1205434",33.468809,-105.535444,0.357
"1205435",33.468809,-105.535444,0.328
"1205436",33.468809,-105.535444,0.375
"1205437",33.468809,-105.535444,0.341
"1205438",33.468809,-105.535444,0.44
"1205439",33.468809,-105.535444,0.523
"1205440",33.468809,-105.535444,0.494
"1205441",33.468809,-105.535444,0.33
"1205442",33.468809,-105.535444,0.343
"1205443",33.468809,-105.535444,0.664
"1205444",33.468809,-105.535444,0.266
"1205445",33.468809,-105.535444,0.225
"1205446",33.468809,-105.535444,0.258
"1205447",33.468809,-105.535444,0.085
"1205448",33.468809,-105.535444,0.124
"1205449",33.468809,-105.535444,0.28
"1205450",33.468809,-105.535444,0.419
"1205451",33.468809,-105.535444,0.324
"1205452",33.468809,-105.535444,0.118
"1205453",33.468809,-105.535444,0.278
"1205454",33.468809,-105.535444,0.234
"1205455",33.468809,-105.535444,0.207
"1205456",33.468809,-105.535444,0.153
"1205457",33.468809,-105.535444,0.574
"1205458",33.468809,-105.535444,0.105
"1205459",33.468809,-105.535444,0.116
"1205460",33.468809,-105.535444,0.289
"23493",33.499722,-86.924167,0.66
"23494",33.499722,-86.924167,0.61
"23495",33.499722,-86.924167,0.74
"23496",33.499722,-86.924167,2.1
"23497",33.499722,-86.924167,1.43
"23498",33.499722,-86.924167,0.31
"23499",33.499722,-86.924167,0.48
"23500",33.499722,-86.924167,0.67
"23501",33.499722,-86.924167,2.18
"23502",33.499722,-86.924167,1.3
"23503",33.499722,-86.924167,0.82
"23504",33.499722,-86.924167,1.03
"23505",33.499722,-86.924167,0.57
"23506",33.499722,-86.924167,1.42
"23507",33.499722,-86.924167,1.95
"23508",33.499722,-86.924167,1.05
"23509",33.499722,-86.924167,1.32
"23510",33.499722,-86.924167,0.73
"23511",33.499722,-86.924167,0.61
"23512",33.499722,-86.924167,1.49
"23513",33.499722,-86.924167,0.7
"23514",33.499722,-86.924167,0.6
"23515",33.499722,-86.924167,0.98
"23516",33.499722,-86.924167,1.09
"23517",33.499722,-86.924167,1.27
"23518",33.499722,-86.924167,1.33
"23519",33.499722,-86.924167,0.75
"23520",33.499722,-86.924167,0.71
"23521",33.499722,-86.924167,1.11
"23522",33.499722,-86.924167,1.23
"23523",33.499722,-86.924167,0.78
"23524",33.499722,-86.924167,0.94
"23525",33.499722,-86.924167,1.5
"23526",33.499722,-86.924167,0.45
"23527",33.499722,-86.924167,0.94
"23528",33.499722,-86.924167,0.88
"23529",33.499722,-86.924167,1.02
"23530",33.499722,-86.924167,1.24
"23531",33.499722,-86.924167,1.58
"23532",33.499722,-86.924167,1.42
"23533",33.499722,-86.924167,0.94
"23534",33.499722,-86.924167,1.41
"23535",33.499722,-86.924167,0.74
"23536",33.499722,-86.924167,0.91
"23537",33.499722,-86.924167,0.7
"23538",33.499722,-86.924167,1.07
"23539",33.499722,-86.924167,0.81
"23540",33.499722,-86.924167,0.96
"23541",33.499722,-86.924167,1.23
"23542",33.499722,-86.924167,1.65
"23543",33.499722,-86.924167,0.8
"23544",33.499722,-86.924167,1.22
"23545",33.499722,-86.924167,0.82
"23546",33.499722,-86.924167,1.53
"23547",33.499722,-86.924167,1.95
"23548",33.499722,-86.924167,1.16
"23549",33.499722,-86.924167,1.49
"23550",33.499722,-86.924167,1.13
"23551",33.499722,-86.924167,1.1
"23552",33.499722,-86.924167,0.66
"23553",33.499722,-86.924167,0.65
"23554",33.499722,-86.924167,1.53
"23555",33.499722,-86.924167,0.85
"23556",33.499722,-86.924167,0.8
"23557",33.499722,-86.924167,0.85
"23558",33.499722,-86.924167,1.17
"23559",33.499722,-86.924167,0.88
"23560",33.499722,-86.924167,0.89
"23561",33.499722,-86.924167,1.12
"23562",33.499722,-86.924167,0.97
"23563",33.499722,-86.924167,1.45
"23564",33.499722,-86.924167,2.11
"23565",33.499722,-86.924167,1.32
"23566",33.499722,-86.924167,1.45
"23567",33.499722,-86.924167,1.13
"23568",33.499722,-86.924167,0.77
"23569",33.499722,-86.924167,0.5
"23570",33.499722,-86.924167,1.03
"23571",33.499722,-86.924167,1.5
"23572",33.499722,-86.924167,1.07
"23573",33.499722,-86.924167,0.91
"23574",33.499722,-86.924167,0.84
"23575",33.499722,-86.924167,0.57
"23576",33.499722,-86.924167,2.06
"23577",33.499722,-86.924167,0.86
"23578",33.499722,-86.924167,1.26
"23579",33.499722,-86.924167,0.38
"23580",33.499722,-86.924167,0.65
"23581",33.499722,-86.924167,0.85
"23582",33.499722,-86.924167,1.27
"23583",33.499722,-86.924167,1.39
"23584",33.499722,-86.924167,0.68
"23585",33.499722,-86.924167,1.29
"23586",33.499722,-86.924167,1.74
"23587",33.499722,-86.924167,1.17
"23588",33.499722,-86.924167,0.56
"23589",33.499722,-86.924167,0.89
"23590",33.499722,-86.924167,0.59
"23591",33.499722,-86.924167,1.17
"23592",33.499722,-86.924167,0.26
"23593",33.499722,-86.924167,0.82
"23594",33.499722,-86.924167,0.47
"23595",33.499722,-86.924167,0.8
"23596",33.499722,-86.924167,1.05
"23597",33.499722,-86.924167,0.46
"23598",33.499722,-86.924167,0.4
"23599",33.499722,-86.924167,0.74
"23600",33.499722,-86.924167,0.99
"23601",33.499722,-86.924167,0.36
"23602",33.499722,-86.924167,0.8
"23603",33.499722,-86.924167,1.86
"23604",33.499722,-86.924167,1.05
"23605",33.499722,-86.924167,1.13
"23606",33.499722,-86.924167,0.78
"23607",33.499722,-86.924167,1.08
"23608",33.499722,-86.924167,0.85
"23609",33.499722,-86.924167,0.51
"23610",33.499722,-86.924167,1.76
"23611",33.499722,-86.924167,1.11
"120592",33.503833,-112.095767,20.852
"120593",33.503833,-112.095767,0.362
"120594",33.503833,-112.095767,0.314
"120595",33.503833,-112.095767,0.297
"120596",33.503833,-112.095767,0.41
"120597",33.503833,-112.095767,0.32
"120598",33.503833,-112.095767,0.23
"120599",33.503833,-112.095767,0.353
"120600",33.503833,-112.095767,0.153
"120601",33.503833,-112.095767,0.245
"120602",33.503833,-112.095767,0.269
"120603",33.503833,-112.095767,0.277
"120604",33.503833,-112.095767,0.339
"120605",33.503833,-112.095767,0.422
"120606",33.503833,-112.095767,0.142
"120607",33.503833,-112.095767,0.153
"120608",33.503833,-112.095767,0.181
"120609",33.503833,-112.095767,0.262
"120610",33.503833,-112.095767,0.441
"120611",33.503833,-112.095767,0.539
"120612",33.503833,-112.095767,0.437
"120613",33.503833,-112.095767,0.489
"120614",33.503833,-112.095767,0.451
"120615",33.503833,-112.095767,0.493
"120616",33.503833,-112.095767,0.393
"120617",33.503833,-112.095767,0.482
"120618",33.503833,-112.095767,0.427
"120619",33.503833,-112.095767,0.478
"120620",33.503833,-112.095767,0.545
"120621",33.503833,-112.095767,0.696
"120622",33.503833,-112.095767,1.124
"120623",33.503833,-112.095767,0.482
"120624",33.503833,-112.095767,0.508
"120625",33.503833,-112.095767,0.992
"120626",33.503833,-112.095767,0.611
"120627",33.503833,-112.095767,0.532
"120628",33.503833,-112.095767,0.726
"120629",33.503833,-112.095767,0.722
"120630",33.503833,-112.095767,0.216
"120631",33.503833,-112.095767,0.42
"120632",33.503833,-112.095767,0.495
"120633",33.503833,-112.095767,0.672
"120634",33.503833,-112.095767,0.678
"120635",33.503833,-112.095767,0.992
"120636",33.503833,-112.095767,0.852
"120637",33.503833,-112.095767,0.842
"120638",33.503833,-112.095767,0.657
"120639",33.503833,-112.095767,0.494
"120640",33.503833,-112.095767,0.616
"120641",33.503833,-112.095767,0.736
"120642",33.503833,-112.095767,0.635
"120643",33.503833,-112.095767,1.001
"120644",33.503833,-112.095767,0.565
"120645",33.503833,-112.095767,0.512
"120646",33.503833,-112.095767,1.203
"120647",33.503833,-112.095767,1.252
"120648",33.503833,-112.095767,1.571
"120649",33.503833,-112.095767,0.913
"120650",33.503833,-112.095767,0.696
"120651",33.503833,-112.095767,0.874
"120652",33.503833,-112.095767,0.712
"120653",33.503833,-112.095767,0.884
"120654",33.503833,-112.095767,1.175
"120655",33.503833,-112.095767,0.87
"120656",33.503833,-112.095767,0.916
"120657",33.503833,-112.095767,0.971
"120658",33.503833,-112.095767,0.992
"120659",33.503833,-112.095767,0.539
"120660",33.503833,-112.095767,0.796
"120661",33.503833,-112.095767,1.263
"120662",33.503833,-112.095767,1.12
"120663",33.503833,-112.095767,0.677
"120664",33.503833,-112.095767,0.426
"120665",33.503833,-112.095767,0.412
"120666",33.503833,-112.095767,0.953
"120667",33.503833,-112.095767,0.58
"120668",33.503833,-112.095767,1.027
"120669",33.503833,-112.095767,0.517
"120670",33.503833,-112.095767,0.663
"120671",33.503833,-112.095767,1.006
"120672",33.503833,-112.095767,1.072
"120673",33.503833,-112.095767,1.023
"120674",33.503833,-112.095767,0.887
"120675",33.503833,-112.095767,1.159
"120676",33.503833,-112.095767,1.045
"120677",33.503833,-112.095767,0.638
"120678",33.503833,-112.095767,0.425
"120679",33.503833,-112.095767,0.428
"120680",33.503833,-112.095767,0.448
"120681",33.503833,-112.095767,0.758
"120682",33.503833,-112.095767,0.538
"120683",33.503833,-112.095767,0.537
"120684",33.503833,-112.095767,0.286
"120685",33.503833,-112.095767,0.445
"120686",33.503833,-112.095767,0.686
"120687",33.503833,-112.095767,0.539
"120688",33.503833,-112.095767,0.864
"120689",33.503833,-112.095767,0.304
"120690",33.503833,-112.095767,0.552
"120691",33.503833,-112.095767,0.426
"120692",33.503833,-112.095767,0.564
"120693",33.503833,-112.095767,0.499
"120694",33.503833,-112.095767,0.301
"120695",33.503833,-112.095767,0.283
"120696",33.503833,-112.095767,0.38
"120697",33.503833,-112.095767,0.447
"120698",33.503833,-112.095767,0.595
"120699",33.503833,-112.095767,0.681
"120700",33.503833,-112.095767,0.417
"120701",33.503833,-112.095767,0.52
"120702",33.503833,-112.095767,0.513
"120703",33.503833,-112.095767,0.491
"120704",33.503833,-112.095767,0.45
"120705",33.503833,-112.095767,0.125
"120706",33.503833,-112.095767,0.171
"120707",33.503833,-112.095767,0.381
"120708",33.503833,-112.095767,0.406
"120709",33.503833,-112.095767,22.168
"120710",33.503833,-112.095767,0.393
"120711",33.503833,-112.095767,0.324
"120712",33.503833,-112.095767,0.299
"120713",33.503833,-112.095767,0.461
"120714",33.503833,-112.095767,0.34
"120715",33.503833,-112.095767,0.245
"120716",33.503833,-112.095767,0.388
"120717",33.503833,-112.095767,0.157
"120718",33.503833,-112.095767,0.274
"120719",33.503833,-112.095767,0.282
"120720",33.503833,-112.095767,0.311
"120721",33.503833,-112.095767,0.363
"120722",33.503833,-112.095767,0.455
"120723",33.503833,-112.095767,0.163
"120724",33.503833,-112.095767,0.171
"120725",33.503833,-112.095767,0.188
"120726",33.503833,-112.095767,0.286
"120727",33.503833,-112.095767,0.475
"120728",33.503833,-112.095767,0.586
"120729",33.503833,-112.095767,0.472
"120730",33.503833,-112.095767,0.518
"120731",33.503833,-112.095767,0.489
"120732",33.503833,-112.095767,0.517
"120733",33.503833,-112.095767,0.377
"120734",33.503833,-112.095767,0.495
"120735",33.503833,-112.095767,0.429
"120736",33.503833,-112.095767,0.481
"120737",33.503833,-112.095767,0.561
"120738",33.503833,-112.095767,0.704
"120739",33.503833,-112.095767,1.129
"120740",33.503833,-112.095767,0.481
"120741",33.503833,-112.095767,0.51
"120742",33.503833,-112.095767,1.005
"120743",33.503833,-112.095767,0.608
"120744",33.503833,-112.095767,0.537
"120745",33.503833,-112.095767,0.742
"120746",33.503833,-112.095767,0.511
"120747",33.503833,-112.095767,0.213
"120748",33.503833,-112.095767,0.441
"120749",33.503833,-112.095767,0.49
"120750",33.503833,-112.095767,0.682
"120751",33.503833,-112.095767,0.649
"120752",33.503833,-112.095767,0.961
"120753",33.503833,-112.095767,0.852
"120754",33.503833,-112.095767,0.834
"120755",33.503833,-112.095767,0.641
"120756",33.503833,-112.095767,0.482
"120757",33.503833,-112.095767,0.597
"120758",33.503833,-112.095767,0.711
"120759",33.503833,-112.095767,0.628
"120760",33.503833,-112.095767,0.988
"120761",33.503833,-112.095767,0.495
"120762",33.503833,-112.095767,0.514
"120763",33.503833,-112.095767,1.213
"120764",33.503833,-112.095767,1.186
"120765",33.503833,-112.095767,1.527
"120766",33.503833,-112.095767,0.894
"120767",33.503833,-112.095767,0.688
"120768",33.503833,-112.095767,0.869
"120769",33.503833,-112.095767,0.641
"120770",33.503833,-112.095767,0.903
"120771",33.503833,-112.095767,1.198
"120772",33.503833,-112.095767,0.892
"120773",33.503833,-112.095767,0.933
"120774",33.503833,-112.095767,0.989
"120775",33.503833,-112.095767,0.999
"120776",33.503833,-112.095767,0.939
"120777",33.503833,-112.095767,1.324
"120778",33.503833,-112.095767,0.537
"120779",33.503833,-112.095767,0.841
"120780",33.503833,-112.095767,1.285
"120781",33.503833,-112.095767,1.133
"120782",33.503833,-112.095767,0.674
"120783",33.503833,-112.095767,0.416
"120784",33.503833,-112.095767,0.417
"120785",33.503833,-112.095767,0.978
"120786",33.503833,-112.095767,0.604
"120787",33.503833,-112.095767,1.037
"120788",33.503833,-112.095767,0.504
"120789",33.503833,-112.095767,0.674
"120790",33.503833,-112.095767,1.031
"120791",33.503833,-112.095767,1.034
"120792",33.503833,-112.095767,0.92
"120793",33.503833,-112.095767,1.177
"120794",33.503833,-112.095767,1.052
"120795",33.503833,-112.095767,0.66
"120796",33.503833,-112.095767,0.453
"120797",33.503833,-112.095767,0.453
"120798",33.503833,-112.095767,0.458
"120799",33.503833,-112.095767,0.782
"120800",33.503833,-112.095767,0.569
"120801",33.503833,-112.095767,0.569
"120802",33.503833,-112.095767,0.336
"120803",33.503833,-112.095767,0.498
"120804",33.503833,-112.095767,0.718
"120805",33.503833,-112.095767,0.574
"120806",33.503833,-112.095767,0.894
"120807",33.503833,-112.095767,0.338
"120808",33.503833,-112.095767,0.55
"120809",33.503833,-112.095767,0.432
"120810",33.503833,-112.095767,0.567
"120811",33.503833,-112.095767,0.541
"120812",33.503833,-112.095767,0.325
"120813",33.503833,-112.095767,0.28
"120814",33.503833,-112.095767,0.387
"120815",33.503833,-112.095767,0.465
"120816",33.503833,-112.095767,0.582
"120817",33.503833,-112.095767,0.683
"120818",33.503833,-112.095767,0.405
"120819",33.503833,-112.095767,0.512
"120820",33.503833,-112.095767,0.5
"120821",33.503833,-112.095767,0.481
"120822",33.503833,-112.095767,0.422
"120823",33.503833,-112.095767,0.121
"120824",33.503833,-112.095767,0.173
"120825",33.503833,-112.095767,0.363
"120826",33.503833,-112.095767,0.4
"120827",33.503833,-112.095767,20.86
"120828",33.503833,-112.095767,0.4
"120829",33.503833,-112.095767,0.29
"120830",33.503833,-112.095767,0.31
"120831",33.503833,-112.095767,0.38
"120832",33.503833,-112.095767,0.32
"120833",33.503833,-112.095767,0.26
"120834",33.503833,-112.095767,0.38
"120835",33.503833,-112.095767,0.16
"120836",33.503833,-112.095767,0.36
"120837",33.503833,-112.095767,0.28
"120838",33.503833,-112.095767,0.36
"120839",33.503833,-112.095767,0.45
"120840",33.503833,-112.095767,0.16
"120841",33.503833,-112.095767,0.17
"120842",33.503833,-112.095767,0.21
"120843",33.503833,-112.095767,0.28
"120844",33.503833,-112.095767,0.44
"120845",33.503833,-112.095767,0.54
"120846",33.503833,-112.095767,0.45
"120847",33.503833,-112.095767,0.52
"120848",33.503833,-112.095767,0.47
"120849",33.503833,-112.095767,0.55
"120850",33.503833,-112.095767,0.42
"120851",33.503833,-112.095767,0.52
"120852",33.503833,-112.095767,0.45
"120853",33.503833,-112.095767,0.5
"120854",33.503833,-112.095767,0.58
"120855",33.503833,-112.095767,0.72
"120856",33.503833,-112.095767,1.16
"120857",33.503833,-112.095767,0.48
"120858",33.503833,-112.095767,0.55
"120859",33.503833,-112.095767,1.09
"120860",33.503833,-112.095767,0.64
"120861",33.503833,-112.095767,0.58
"120862",33.503833,-112.095767,0.79
"120863",33.503833,-112.095767,0.54
"120864",33.503833,-112.095767,0.24
"120865",33.503833,-112.095767,0.51
"120866",33.503833,-112.095767,0.56
"120867",33.503833,-112.095767,0.72
"120868",33.503833,-112.095767,0.7
"120869",33.503833,-112.095767,1
"120870",33.503833,-112.095767,0.89
"120871",33.503833,-112.095767,0.87
"120872",33.503833,-112.095767,0.69
"120873",33.503833,-112.095767,0.56
"120874",33.503833,-112.095767,0.63
"120875",33.503833,-112.095767,0.78
"120876",33.503833,-112.095767,0.69
"120877",33.503833,-112.095767,1.06
"120878",33.503833,-112.095767,0.52
"120879",33.503833,-112.095767,0.54
"120880",33.503833,-112.095767,1.25
"120881",33.503833,-112.095767,1.23
"120882",33.503833,-112.095767,1.55
"120883",33.503833,-112.095767,0.91
"120884",33.503833,-112.095767,0.75
"120885",33.503833,-112.095767,0.9
"120886",33.503833,-112.095767,0.66
"120887",33.503833,-112.095767,0.97
"120888",33.503833,-112.095767,1.28
"120889",33.503833,-112.095767,0.95
"120890",33.503833,-112.095767,0.95
"120891",33.503833,-112.095767,1.09
"120892",33.503833,-112.095767,1.07
"120893",33.503833,-112.095767,0.97
"120894",33.503833,-112.095767,1.44
"120895",33.503833,-112.095767,0.59
"120896",33.503833,-112.095767,0.94
"120897",33.503833,-112.095767,1.33
"120898",33.503833,-112.095767,1.18
"120899",33.503833,-112.095767,0.71
"120900",33.503833,-112.095767,0.44
"120901",33.503833,-112.095767,0.66
"120902",33.503833,-112.095767,1.11
"120903",33.503833,-112.095767,0.57
"120904",33.503833,-112.095767,0.69
"120905",33.503833,-112.095767,1.08
"120906",33.503833,-112.095767,1.05
"120907",33.503833,-112.095767,0.94
"120908",33.503833,-112.095767,1.15
"120909",33.503833,-112.095767,1.06
"120910",33.503833,-112.095767,0.63
"120911",33.503833,-112.095767,0.45
"120912",33.503833,-112.095767,0.46
"120913",33.503833,-112.095767,0.43
"120914",33.503833,-112.095767,0.79
"120915",33.503833,-112.095767,0.56
"120916",33.503833,-112.095767,0.57
"120917",33.503833,-112.095767,0.28
"120918",33.503833,-112.095767,0.46
"120919",33.503833,-112.095767,0.71
"120920",33.503833,-112.095767,0.54
"120921",33.503833,-112.095767,0.9
"120922",33.503833,-112.095767,0.31
"120923",33.503833,-112.095767,0.64
"120924",33.503833,-112.095767,0.46
"120925",33.503833,-112.095767,0.56
"120926",33.503833,-112.095767,0.51
"120927",33.503833,-112.095767,0.3
"120928",33.503833,-112.095767,0.3
"120929",33.503833,-112.095767,0.38
"120930",33.503833,-112.095767,0.48
"120931",33.503833,-112.095767,0.62
"120932",33.503833,-112.095767,0.68
"120933",33.503833,-112.095767,0.43
"120934",33.503833,-112.095767,0.5
"120935",33.503833,-112.095767,0.53
"120936",33.503833,-112.095767,0.49
"120937",33.503833,-112.095767,0.43
"120938",33.503833,-112.095767,0.13
"120939",33.503833,-112.095767,0.18
"120940",33.503833,-112.095767,0.36
"120941",33.503833,-112.095767,0.42
"120942",33.503833,-112.095767,0.36
"120943",33.503833,-112.095767,0.27
"13221",33.553056,-86.815,0.695
"13222",33.553056,-86.815,0.868
"13223",33.553056,-86.815,0.708
"13224",33.553056,-86.815,2.069
"13225",33.553056,-86.815,1.777
"13226",33.553056,-86.815,0.313
"13227",33.553056,-86.815,0.648
"13228",33.553056,-86.815,0.686
"13229",33.553056,-86.815,2.531
"13230",33.553056,-86.815,1.256
"13231",33.553056,-86.815,0.805
"13232",33.553056,-86.815,0.565
"13233",33.553056,-86.815,1.458
"13234",33.553056,-86.815,1.958
"13235",33.553056,-86.815,0.963
"13236",33.553056,-86.815,0.658
"13237",33.553056,-86.815,1.447
"13238",33.553056,-86.815,1.432
"13239",33.553056,-86.815,0.946
"13240",33.553056,-86.815,1.255
"13241",33.553056,-86.815,0.842
"13242",33.553056,-86.815,0.723
"13243",33.553056,-86.815,1.185
"13244",33.553056,-86.815,1.41
"13245",33.553056,-86.815,0.8
"13246",33.553056,-86.815,1.701
"13247",33.553056,-86.815,1.408
"13248",33.553056,-86.815,0.508
"13249",33.553056,-86.815,1.356
"13250",33.553056,-86.815,0.903
"13251",33.553056,-86.815,1.168
"13252",33.553056,-86.815,1.582
"13253",33.553056,-86.815,1.56
"13254",33.553056,-86.815,1.332
"13255",33.553056,-86.815,1.426
"13256",33.553056,-86.815,1.742
"13257",33.553056,-86.815,0.735
"13258",33.553056,-86.815,0.84
"13259",33.553056,-86.815,0.689
"13260",33.553056,-86.815,1.169
"13261",33.553056,-86.815,1.022
"13262",33.553056,-86.815,1.415
"13263",33.553056,-86.815,1.721
"13264",33.553056,-86.815,0.638
"13265",33.553056,-86.815,1.191
"13266",33.553056,-86.815,0.812
"13267",33.553056,-86.815,1.986
"13268",33.553056,-86.815,1.227
"13269",33.553056,-86.815,1.645
"13270",33.553056,-86.815,1.09
"13271",33.553056,-86.815,1.096
"13272",33.553056,-86.815,0.671
"13273",33.553056,-86.815,0.646
"13274",33.553056,-86.815,1.529
"13275",33.553056,-86.815,0.927
"13276",33.553056,-86.815,0.842
"13277",33.553056,-86.815,0.9
"13278",33.553056,-86.815,1.225
"13279",33.553056,-86.815,1.643
"13280",33.553056,-86.815,1.163
"13281",33.553056,-86.815,1.352
"13282",33.553056,-86.815,1.499
"13283",33.553056,-86.815,1.261
"13284",33.553056,-86.815,0.88
"13285",33.553056,-86.815,0.488
"13286",33.553056,-86.815,1.117
"13287",33.553056,-86.815,1.718
"13288",33.553056,-86.815,1.192
"13289",33.553056,-86.815,0.894
"13290",33.553056,-86.815,0.88
"13291",33.553056,-86.815,0.626
"13292",33.553056,-86.815,2.152
"13293",33.553056,-86.815,1.082
"13294",33.553056,-86.815,1.402
"13295",33.553056,-86.815,0.345
"13296",33.553056,-86.815,0.618
"13297",33.553056,-86.815,1.124
"13298",33.553056,-86.815,1.545
"13299",33.553056,-86.815,1.729
"13300",33.553056,-86.815,0.793
"13301",33.553056,-86.815,1.259
"13302",33.553056,-86.815,1.81
"13303",33.553056,-86.815,1.043
"13304",33.553056,-86.815,0.537
"13305",33.553056,-86.815,1.127
"13306",33.553056,-86.815,0.647
"13307",33.553056,-86.815,1.075
"13308",33.553056,-86.815,0.416
"13309",33.553056,-86.815,0.806
"13310",33.553056,-86.815,0.827
"13311",33.553056,-86.815,0.891
"13312",33.553056,-86.815,1.266
"13313",33.553056,-86.815,0.423
"13314",33.553056,-86.815,0.696
"13315",33.553056,-86.815,0.628
"13316",33.553056,-86.815,0.917
"13317",33.553056,-86.815,0.351
"13318",33.553056,-86.815,0.599
"13319",33.553056,-86.815,0.814
"13320",33.553056,-86.815,1.747
"13321",33.553056,-86.815,0.992
"13322",33.553056,-86.815,1.262
"13323",33.553056,-86.815,0.842
"13324",33.553056,-86.815,1.114
"13325",33.553056,-86.815,0.851
"13326",33.553056,-86.815,0.625
"13327",33.553056,-86.815,0.465
"13328",33.553056,-86.815,0.73
"13329",33.553056,-86.815,0.95
"13330",33.553056,-86.815,0.69
